id,0
0,5.787933
1,4.3583174
2,4.9680314
3,5.787933
4,4.3583174
5,5.787933
6,4.9680314
7,5.0775948
8,4.3583174
9,4.3583174
10,4.9680314
11,4.9680314
12,4.9680314
13,4.9680314
14,5.0775948
15,4.3583174
16,4.9680314
17,4.3583174
18,5.0775948
19,5.0775948
20,4.9680314
21,5.0775948
22,5.787933
23,4.9680314
24,4.9680314
25,5.787933
26,5.0775948
27,4.3583174
28,4.3583174
29,5.0775948
30,5.787933
31,4.9680314
32,4.3583174
33,5.787933
34,5.787933
35,5.787933
36,5.0775948
37,5.0775948
38,5.0775948
39,4.9680314
40,5.787933
41,4.3583174
42,5.787933
43,4.9680314
44,5.787933
45,5.787933
46,4.9680314
47,4.9680314
48,4.9680314
49,5.787933
50,4.9680314
51,5.787933
52,4.9680314
53,4.3583174
54,4.3583174
55,4.9680314
56,5.787933
57,4.9680314
58,4.3583174
59,4.3583174
60,5.787933
61,4.9680314
62,5.0775948
63,5.0775948
64,4.3583174
65,4.9680314
66,4.9680314
67,5.787933
68,4.3583174
69,4.9680314
70,4.9680314
71,5.787933
72,4.9680314
73,4.3583174
74,5.787933
75,5.787933
76,4.9680314
77,4.9680314
78,4.9680314
79,5.0775948
80,4.9680314
81,4.9680314
82,4.9680314
83,4.9680314
84,4.9680314
85,5.787933
86,4.3583174
87,4.9680314
88,5.787933
89,4.9680314
90,5.0775948
91,5.787933
92,4.9680314
93,4.3583174
94,5.787933
95,5.787933
96,5.0775948
97,4.9680314
98,4.9680314
99,5.787933
